,amfi_code,date,nav
452,119551,2023-09-27,72.3939
453,119551,2023-09-28,72.7539
454,119551,2023-09-29,72.4519
455,119551,2023-10-02,71.9841
456,119551,2023-10-03,71.9533
457,119551,2023-10-04,71.3362
458,119551,2023-10-05,71.0253
459,119551,2023-10-06,70.3152
460,119551,2023-10-09,71.5811
461,119551,2023-10-10,71.6403
462,119551,2023-10-11,71.2363
463,119551,2023-10-12,71.4077
464,119551,2023-10-13,71.3738
465,119551,2023-10-16,71.2716
466,119551,2023-10-17,71.6957
467,119551,2023-10-18,72.2135
468,119551,2023-10-19,71.9135
469,119551,2023-10-20,71.5862
470,119551,2023-10-23,71.4496
471,119551,2023-10-24,70.0498
472,119551,2023-10-25,69.1557
473,119551,2023-10-26,70.0305
474,119551,2023-10-27,71.0905
475,119551,2023-10-30,70.9712
476,119551,2023-10-31,71.3698
477,119551,2023-11-01,71.6029
478,119551,2023-11-02,73.6117
479,119551,2023-11-03,74.3805
480,119551,2023-11-06,74.335
481,119551,2023-11-07,73.7492
482,119551,2023-11-08,72.7492
483,119551,2023-11-09,72.9175
484,119551,2023-11-10,72.4701
485,119551,2023-11-13,71.6037
486,119551,2023-11-14,71.2333
487,119551,2023-11-15,70.5935
488,119551,2023-11-16,71.6887
489,119551,2023-11-17,72.2856
490,119551,2023-11-20,72.3178
491,119551,2023-11-21,73.3057
492,119551,2023-11-22,73.3935
493,119551,2023-11-23,72.8758
494,119551,2023-11-24,73.8994
495,119551,2023-11-27,74.2898
496,119551,2023-11-28,73.6513
497,119551,2023-11-29,73.5657
498,119551,2023-11-30,73.0374
499,119551,2023-12-01,72.1894
500,119551,2023-12-04,72.819
501,119551,2023-12-05,74.0938
502,119551,2023-12-06,73.2233
503,119551,2023-12-07,73.6258
504,119551,2023-12-08,73.2423
505,119551,2023-12-11,72.9659
506,119551,2023-12-12,72.6232
507,119551,2023-12-13,72.1091
508,119551,2023-12-14,72.1772
509,119551,2023-12-15,71.6871
510,119551,2023-12-18,71.8954
511,119551,2023-12-19,71.9007
512,119551,2023-12-20,71.7863
513,119551,2023-12-21,71.2508
514,119551,2023-12-22,70.9259
515,119551,2023-12-25,71.4368
516,119551,2023-12-26,71.7901
517,119551,2023-12-27,71.2106
518,119551,2023-12-28,71.3097
519,119551,2023-12-29,71.8209
520,119551,2024-01-01,70.8078
521,119551,2024-01-02,71.1846
522,119551,2024-01-03,70.8063
523,119551,2024-01-04,71.2003
524,119551,2024-01-05,70.7591
525,119551,2024-01-08,69.6776
526,119551,2024-01-09,68.7201
527,119551,2024-01-10,68.7847
528,119551,2024-01-11,68.978
529,119551,2024-01-12,68.4654
530,119551,2024-01-15,68.8876
531,119551,2024-01-16,67.9206
532,119551,2024-01-17,67.916
533,119551,2024-01-18,67.2292
534,119551,2024-01-19,66.8783
535,119551,2024-01-22,66.9408
536,119551,2024-01-23,66.4691
537,119551,2024-01-24,66.2782
538,119551,2024-01-25,66.9035
539,119551,2024-01-26,66.5983
540,119551,2024-01-29,67.1256
541,119551,2024-01-30,66.4945
542,119551,2024-01-31,66.8403
543,119551,2024-02-01,67.7305
544,119551,2024-02-02,66.3043
545,119551,2024-02-05,65.8739
546,119551,2024-02-06,66.2442
547,119551,2024-02-07,66.1598
548,119551,2024-02-08,66.4109
549,119551,2024-02-09,66.0922
550,119551,2024-02-12,66.1768
551,119551,2024-02-13,66.1201
552,119551,2024-02-14,66.8391
553,119551,2024-02-15,67.0238
554,119551,2024-02-16,67.2583
555,119551,2024-02-19,67.049
556,119551,2024-02-20,66.7958
557,119551,2024-02-21,66.5758
558,119551,2024-02-22,66.8423
559,119551,2024-02-23,66.6289
560,119551,2024-02-26,66.8339
561,119551,2024-02-27,68.1035
562,119551,2024-02-28,68.6642
563,119551,2024-02-29,68.5024
564,119551,2024-03-01,69.2677
565,119551,2024-03-04,69.0544
566,119551,2024-03-05,67.8593
567,119551,2024-03-06,67.2934
568,119551,2024-03-07,66.2264
569,119551,2024-03-08,66.0554
570,119551,2024-03-11,66.1003
571,119551,2024-03-12,67.1194
572,119551,2024-03-13,67.348
573,119551,2024-03-14,67.2526
574,119551,2024-03-15,67.7813
575,119551,2024-03-18,66.5067
576,119551,2024-03-19,66.6794
577,119551,2024-03-20,67.1689
578,119551,2024-03-21,66.3329
579,119551,2024-03-22,67.04
580,119551,2024-03-25,67.2751
581,119551,2024-03-26,67.0637
582,119551,2024-03-27,67.4738
583,119551,2024-03-28,68.8742
584,119551,2024-03-29,69.0203
585,119551,2024-04-01,69.2073
586,119551,2024-04-02,68.9631
587,119551,2024-04-03,68.4834
588,119551,2024-04-04,69.0224
589,119551,2024-04-05,68.5386
590,119551,2024-04-08,68.6172
591,119551,2024-04-09,68.364
592,119551,2024-04-10,68.6889
593,119551,2024-04-11,68.9268
594,119551,2024-04-12,69.5963
595,119551,2024-04-15,69.3197
596,119551,2024-04-16,69.1906
597,119551,2024-04-17,68.6314
598,119551,2024-04-18,68.3982
599,119551,2024-04-19,68.6616
600,119551,2024-04-22,69.1572
601,119551,2024-04-23,68.6324
602,119551,2024-04-24,69.1965
603,119551,2024-04-25,70.0649
604,119551,2024-04-26,70.3571
605,119551,2024-04-29,71.5683
606,119551,2024-04-30,71.1182
607,119551,2024-05-01,70.3781
608,119551,2024-05-02,69.3185
609,119551,2024-05-03,70.2754
610,119551,2024-05-06,70.7186
611,119551,2024-05-07,70.7204
612,119551,2024-05-08,70.9318
613,119551,2024-05-09,70.2674
614,119551,2024-05-10,71.8366
615,119551,2024-05-13,71.9556
616,119551,2024-05-14,72.0622
617,119551,2024-05-15,72.5624
618,119551,2024-05-16,72.9085
619,119551,2024-05-17,73.0902
620,119551,2024-05-20,72.6199
621,119551,2024-05-21,72.9601
622,119551,2024-05-22,74.2195
623,119551,2024-05-23,75.1442
624,119551,2024-05-24,76.2468
625,119551,2024-05-27,75.9429
626,119551,2024-05-28,75.3219
627,119551,2024-05-29,75.2772
628,119551,2024-05-30,75.3531
629,119551,2024-05-31,76.123
630,119551,2024-06-03,75.0339
631,119551,2024-06-04,76.0922
632,119551,2024-06-05,76.0254
633,119551,2024-06-06,75.7788
634,119551,2024-06-07,75.1442
635,119551,2024-06-10,74.0937
636,119551,2024-06-11,74.672
637,119551,2024-06-12,74.7589
638,119551,2024-06-13,73.9514
639,119551,2024-06-14,73.1493
640,119551,2024-06-17,72.9706
641,119551,2024-06-18,74.0908
642,119551,2024-06-19,73.9595
643,119551,2024-06-20,73.0232
644,119551,2024-06-21,72.9027
645,119551,2024-06-24,72.7651
646,119551,2024-06-25,71.0916
647,119551,2024-06-26,71.0942
648,119551,2024-06-27,70.9862
649,119551,2024-06-28,71.4602
650,119551,2024-07-01,72.6725
651,119551,2024-07-02,73.436
652,119551,2024-07-03,73.2998
653,119551,2024-07-04,72.6255
654,119551,2024-07-05,74.3309
655,119551,2024-07-08,74.4081
656,119551,2024-07-09,74.4556
657,119551,2024-07-10,74.4782
658,119551,2024-07-11,74.6469
659,119551,2024-07-12,74.5904
660,119551,2024-07-15,74.2523
661,119551,2024-07-16,73.9332
662,119551,2024-07-17,73.95
663,119551,2024-07-18,73.6344
664,119551,2024-07-19,73.2107
665,119551,2024-07-22,73.3172
666,119551,2024-07-23,73.1903
667,119551,2024-07-24,74.2058
668,119551,2024-07-25,72.5285
669,119551,2024-07-26,73.2678
670,119551,2024-07-29,74.1156
671,119551,2024-07-30,72.8103
672,119551,2024-07-31,72.628
673,119551,2024-08-01,72.4278
674,119551,2024-08-02,71.5712
675,119551,2024-08-05,71.1186
676,119551,2024-08-06,70.4618
677,119551,2024-08-07,71.5961
678,119551,2024-08-08,72.2266
679,119551,2024-08-09,73.0788
680,119551,2024-08-12,73.5833
681,119551,2024-08-13,72.8919
682,119551,2024-08-14,72.5929
683,119551,2024-08-15,72.9445
684,119551,2024-08-16,72.1998
685,119551,2024-08-19,72.6927
686,119551,2024-08-20,72.5762
687,119551,2024-08-21,72.374
688,119551,2024-08-22,72.8668
689,119551,2024-08-23,73.1906
690,119551,2024-08-26,72.9956
691,119551,2024-08-27,73.7839
692,119551,2024-08-28,73.1214
693,119551,2024-08-29,73.5577
694,119551,2024-08-30,73.9816
695,119551,2024-09-02,73.818
696,119551,2024-09-03,74.0688
697,119551,2024-09-04,73.2938
698,119551,2024-09-05,73.9317
699,119551,2024-09-06,73.8493
700,119551,2024-09-09,73.5476
701,119551,2024-09-10,74.2694
702,119551,2024-09-11,73.8476
703,119551,2024-09-12,72.9736
704,119551,2024-09-13,72.0158
705,119551,2024-09-16,72.4391
706,119551,2024-09-17,71.6627
707,119551,2024-09-18,72.8179
708,119551,2024-09-19,71.53
709,119551,2024-09-20,72.6457
710,119551,2024-09-23,72.8185
711,119551,2024-09-24,72.794
712,119551,2024-09-25,72.4824
713,119551,2024-09-26,72.7755
714,119551,2024-09-27,72.7889
715,119551,2024-09-30,73.5385
716,119551,2024-10-01,73.6506
717,119551,2024-10-02,73.7864
718,119551,2024-10-03,73.5881
719,119551,2024-10-04,73.5891
720,119551,2024-10-07,73.8272
721,119551,2024-10-08,72.7596
722,119551,2024-10-09,71.9367
723,119551,2024-10-10,72.4472
724,119551,2024-10-11,72.5939
725,119551,2024-10-14,72.5136
726,119551,2024-10-15,72.5628
727,119551,2024-10-16,72.8231
728,119551,2024-10-17,72.5147
729,119551,2024-10-18,72.0558
730,119551,2024-10-21,72.2176
731,119551,2024-10-22,71.6341
732,119551,2024-10-23,71.9296
733,119551,2024-10-24,70.8942
734,119551,2024-10-25,71.5775
735,119551,2024-10-28,71.9135
736,119551,2024-10-29,72.1133
737,119551,2024-10-30,72.7785
738,119551,2024-10-31,73.8935
739,119551,2024-11-01,74.596
740,119551,2024-11-04,73.4326
741,119551,2024-11-05,72.646
742,119551,2024-11-06,72.2841
743,119551,2024-11-07,72.338
744,119551,2024-11-08,72.7065
745,119551,2024-11-11,72.2799
746,119551,2024-11-12,72.4364
747,119551,2024-11-13,71.9926
748,119551,2024-11-14,71.6423
749,119551,2024-11-15,70.7956
750,119551,2024-11-18,70.2577
751,119551,2024-11-19,69.461
752,119551,2024-11-20,68.9013
753,119551,2024-11-21,69.5804
754,119551,2024-11-22,69.0359
755,119551,2024-11-25,70.6938
756,119551,2024-11-26,71.0386
757,119551,2024-11-27,71.1912
758,119551,2024-11-28,70.6908
759,119551,2024-11-29,71.1655
760,119551,2024-12-02,70.8416
761,119551,2024-12-03,70.9545
762,119551,2024-12-04,72.6122
763,119551,2024-12-05,72.5881
764,119551,2024-12-06,73.3654
765,119551,2024-12-09,72.9495
766,119551,2024-12-10,72.9646
767,119551,2024-12-11,74.1513
768,119551,2024-12-12,73.7805
769,119551,2024-12-13,75.0079
770,119551,2024-12-16,75.5165
771,119551,2024-12-17,75.1816
772,119551,2024-12-18,75.6411
773,119551,2024-12-19,76.3321
774,119551,2024-12-20,76.7914
775,119551,2024-12-23,75.7744
776,119551,2024-12-24,75.3289
777,119551,2024-12-25,75.2034
778,119551,2024-12-26,75.1929
779,119551,2024-12-27,75.6446
780,119551,2024-12-30,75.8023
781,119551,2024-12-31,74.9535
782,119551,2025-01-01,75.2441
783,119551,2025-01-02,75.6894
784,119551,2025-01-03,76.1032
785,119551,2025-01-06,76.8717
786,119551,2025-01-07,77.4791
787,119551,2025-01-08,77.8337
788,119551,2025-01-09,77.8257
789,119551,2025-01-10,76.7335
790,119551,2025-01-13,77.0646
791,119551,2025-01-14,77.2457
792,119551,2025-01-15,77.4709
793,119551,2025-01-16,76.643
794,119551,2025-01-17,75.9549
795,119551,2025-01-20,76.7032
796,119551,2025-01-21,76.716
797,119551,2025-01-22,77.2183
798,119551,2025-01-23,77.2775
799,119551,2025-01-24,77.3376
800,119551,2025-01-27,78.0205
801,119551,2025-01-28,77.7063
802,119551,2025-01-29,77.8123
803,119551,2025-01-30,77.5357
804,119551,2025-01-31,77.279
805,119551,2025-02-03,77.1084
806,119551,2025-02-04,77.2995
807,119551,2025-02-05,77.0135
808,119551,2025-02-06,77.9113
809,119551,2025-02-07,77.3389
810,119551,2025-02-10,77.2514
811,119551,2025-02-11,76.9921
812,119551,2025-02-12,78.0212
813,119551,2025-02-13,78.1968
814,119551,2025-02-14,78.9524
815,119551,2025-02-17,77.965
816,119551,2025-02-18,78.1891
817,119551,2025-02-19,78.8457
818,119551,2025-02-20,78.9436
819,119551,2025-02-21,79.73
820,119551,2025-02-24,79.4081
821,119551,2025-02-25,80.4427
822,119551,2025-02-26,82.1327
823,119551,2025-02-27,81.9125
824,119551,2025-02-28,81.6334
825,119551,2025-03-03,82.7292
